,ingredient,degree,sugar,base_spirit,occasion_id
2311,"얼음,라이트 럼,파인애플 주스,슈가시럽,소다수,파인애플",22,12,rum,14
2312,"얼음,라이트 럼,트리플 섹,크림",29,15,rum,14
2313,"얼음,라이트 럼,칼바도스,스웨디시 푼쉬",17,9,rum,14
2314,"얼음,자메이카 타입의 다크 럼,라임 주스,비터즈",29,6,rum,14
2315,"얼음,라이트 럼,라임 주스,슈가시럽,마라스키노 리큐어,파스티스,스타아니스",35,5,rum,15
2316,"얼음,스파이스 럼,오렌지 주스,파파야 주스,라임 주스,트리플 섹",12,9,rum,14
2317,"얼음,라이트 럼,꼬냑,레몬 주스,아몬드 시럽",38,3,rum,14
2318,"얼음,라이트 럼,화이트 크렘 드 망트,라임 주스",35,4,rum,14
2319,"얼음,스카치 위스키,자메이카 타입의 다크 럼,레몬 주스,압생트,오렌지 비터즈,마라스키노 베리,오렌지",41,0,rum|whisky,15
2320,"얼음,아이티 스타일 럼,라이 위스키,표준량 이상으로 알코올을 함유한 럼,라임 주스,슈가시럽",18,16,rum|whisky,14
2321,"얼음,버본,자메이카 타입의 다크 럼,오렌지 주스",38,1,rum|whisky,14
2322,"얼음,잘게 부순 얼음,라이트 럼,드라이 버무스,스위트 버무스",31,6,rum,15
2323,"얼음,라이트 럼,레몬 주스,오렌지 주스,슈가시럽",36,3,rum,14
2324,"얼음,아이티 스타일 럼,핌즈 컵 넘버 1,라임 주스,슈가시럽",18,12,rum,14
2325,"얼음,자메이카 타입의 다크 럼,체리 리큐어,오렌지 주스",28,12,rum,13
2326,"얼음,에이지드 쿠바럼,살구 브랜디,오렌지 주스,파인애플 주스,갈리아노",17,11,rum,14
2327,"얼음,라이트 럼,바나나 리큐어,트리플 섹,계란 흰자,바나나",26,16,rum,13
2328,"얼음,에이지드 쿠바럼,크랜베리 주스,복숭아 리큐어",12,13,rum,14
2329,"얼음,캐나다 위스키,라이트 럼,스위트 버무스",10,12,rum|whisky,15
2330,"얼음,라이트 럼,스카치 위스키,오렌지 주스,석류즙,마라스키노 베리",24,6,rum|whisky,14
2331,"얼음,라이트 럼,애플 주스,라임 주스,꿀,민트",36,5,rum,14
2332,"다크 럼(숙성),칼바도스,레몬 주스,꿀,애플 주스,레몬,오렌지",2,41,rum,14
2333,"얼음,라이트 럼,레몬 주스,슈가시럽,파스티스",21,10,rum,14
2334,"얼음,자메이카 타입의 다크 럼,마라스키노 리큐어,트리플 섹,석류즙,레몬 주스",34,20,rum,15
2335,"얼음,라이트 럼,살구 브랜디,라임 주스",28,9,rum,14
2336,"얼음,잘게 부순 얼음,에이지드 쿠바럼,복숭아맛 버본,라임 코디얼,라임 주스,파인애플 주스,마라스키노 베리,파인애플",26,15,rum,14
2337,"얼음,라이트 럼,브랜디,코코넛 크림,우유,바나나,마라스키노 베리,파인애플",13,5,rum|brandy,14
2338,"얼음,라이트 럼,카페리티프,오렌지 비터즈,레몬 껍질",18,10,rum,15
2339,"얼음,라이트 럼,살구 브랜디,라임 주스,오렌지 주스,석류즙,오렌지",36,3,rum,14
2340,"얼음,에이지드 쿠바럼,오렌지 주스,망고 퓌레,바닐라 리큐어,바닐라 시럽,비터즈,복숭아",33,7,rum,14
2341,"잘게 부순 얼음,에이지드 쿠바럼,라임 주스,슈가시럽,자몽주스,마라스키노 리큐어,체리",24,12,rum,14
2342,"얼음,자메이카 타입의 다크 럼,버본,셰리,슈가시럽,오렌지 비터즈",32,10,rum|whisky,15
2343,"얼음,에이지드 쿠바럼,애플 주스,블랙 라즈베리 리큐어,레몬 껍질",25,9,rum,14
2344,"얼음,라이트 럼,화이트 포트 와인,커피",13,9,rum,13
2345,"얼음,에이지드 쿠바럼,마라스키노 리큐어,오렌지 비터즈,오렌지",39,5,rum,4
2346,"라이트 럼,라임 주스,슈가시럽,끓는 물,라임",35,5,rum,14
2347,"얼음,자메이카 타입의 다크 럼,석류즙,오렌지 큐라소,비터즈",29,13,rum,14
2348,"얼음,꼬냑,라이트 럼,깔루아",31,7,rum,14
2349,"잘게 부순 얼음,마르티니크 에이지드 럼,슈가시럽,라임",29,17,rum,14
2350,"얼음,에이지드 쿠바럼,크랜베리 주스,애플 주스,패션 프루트 리큐어,라임 주스,민트잎",14,12,rum,14
2351,"얼음,라이트 럼,파인애플 주스,메이플 시럽,민트",17,14,rum,14
2352,"얼음,스파이스 럼,아마레또,라임 주스,슈가시럽,라임",19,11,rum,13
2353,"얼음,라이트 럼,셰리",32,3,rum,15
2354,"얼음,에이지드 쿠바럼,냉커피",32,5,rum,14
2355,"얼음,버본,라이트 럼,레몬 주스,오렌지 주스,핌즈 컵 넘버 1,슈가시럽",10,9,rum|whisky,15
2356,"얼음,라이트 럼,살구 브랜디,칼바도스,레몬 주스",25,14,rum,14
2357,"얼음,자메이카 타입의 다크 럼,스카치 위스키,오렌지 비터즈,슈가시럽,셰리",37,4,rum|whisky,15
2358,"얼음,에이지드 쿠바럼,라임 주스,복숭아 리큐어,슈가시럽,민트",20,14,rum,14
2359,"에이지드 쿠바럼,커피,크림,깔루아",7,2,rum,14
2360,"얼음,에이지드 쿠바럼,오렌지 큐라소",39,5,rum,14
2361,"얼음,자메이카 타입의 다크 럼,오렌지 주스,레몬 주스",22,8,rum,14
2362,"얼음,라이트 럼,스웨디시 푼쉬,레몬 주스,오렌지 주스",13,2,rum,14
2363,"얼음,라이트 럼,갈리아노,계란 흰자,레몬 주스,패션 프루트 주스",21,10,rum,14
2364,"얼음,드라이 버무스,라이트 럼,오렌지 큐라소",28,7,rum,14
2365,"얼음,라이트 럼,크랜베리 주스,바나나 리큐어,라임 주스,파인애플 주스,멜론 리큐어",14,12,rum,14
2366,"얼음,메스칼,라이트 럼,레몬 주스,트리플 섹",16,23,rum,14
2367,"얼음,라이트 럼,아몬드향 리큐어,라임 주스",24,8,rum,14
2368,"얼음,라이트 럼,딱총나무 꽃 코디얼,포도",35,9,rum,14
2369,"꼬냑,표준량 이상으로 알코올을 함유한 럼,다크 카카오 리큐어",32,2,rum,15
2370,"잘게 부순 얼음,에이지드 쿠바럼,바닐라 아이스크림,커피",40,5,rum,13
2371,"얼음,라이트 럼,오렌지 주스,석류즙,오렌지",24,6,rum,14
2372,"얼음,라이트 럼,칼바도스,스위트 버무스",29,10,rum,14
2373,"얼음,라이트 럼,화이트 크렘 드 망트,오렌지 주스,슈가시럽,비터즈",11,14,rum,14
2374,"라이트 럼,오렌지 큐라소,오렌지 비터즈,샴페인,바나나",32,11,rum|champagne,15
2375,"얼음,라이트 럼,스위트 버무스,오렌지 큐라소",37,4,rum,15
2376,"얼음,에이지드 쿠바럼,레몬 주스,오렌지 주스,오렌지 큐라소,라즈베리 퓌레,파인애플",36,6,rum,14
2377,"얼음,라이트 럼,패션 프루트 주스,레몬 주스,라임 주스,마라스키노 베리",18,7,rum,14
2378,"얼음,라이트 럼,자메이카 타입의 다크 럼,레몬 주스,석류즙,트리플 섹",22,10,rum,14
2379,"얼음,꼬냑,라이트 럼,석류즙,레몬 주스,오렌지 큐라소",27,6,rum,14
2380,"라이트 럼,냉커피,크림,슈가시럽",18,5,rum,22
2381,"얼음,에이지드 쿠바럼,스위트 버무스,마라스키노 베리",39,5,rum,15
2382,"잘게 부순 얼음,얼음,버본,라이트 럼,슈가시럽,민트잎,마라스키노 베리,파인애플",40,4,rum|whisky,14
2383,"얼음,에이지드 쿠바럼,망고 주스,레몬 주스,트리플 섹",12,13,rum,14
2384,"얼음,라이트 럼,바나나 리큐어,오렌지 주스,크림",17,9,rum,14
2385,"얼음,드라이 버무스,라이트 럼,라임 주스,블랙 커런트 리큐어",19,3,rum,15
2386,"얼음,라이트 럼,망고 주스,바나나 리큐어,라임 주스,망고",35,4,rum,14
2387,"얼음,라이트 럼,레몬 주스,석류즙,오렌지 큐라소",35,3,rum,14
2388,"얼음,꼬냑,라이트 럼,석류즙,레몬 주스,오렌지 큐라소",27,6,rum,14
2389,"얼음,라이트 럼,패션 프루트 주스,계란 흰자,라임 주스",5,10,rum,14
2390,"얼음,버본,자메이카 타입의 다크 럼,크림",36,2,rum|whisky,15
2391,"얼음,스파이스 럼,라임 주스,슈가시럽,라즈베리 퓌레,라즈베리 리큐어",32,12,rum,14
2392,"얼음,라이트 럼,데킬라,크림,깔루아",23,5,rum|tequila,15
2393,"얼음,라이트 럼,레드 포트 와인,우유,슈가시럽,체리 브랜디,계란 노른자",12,15,rum,14
2394,"다크 럼(숙성),끓는 물,버터,꿀,너트맥,레몬,계피 스틱",15,4,rum,15
2395,"얼음,라이트 럼,살구 브랜디,꼬냑,라임 주스,비터즈,레몬 껍질",37,3,rum,14
2396,"얼음,자메이카 타입의 다크 럼,드라이 버무스,체리 리큐어,트리플 섹",30,15,rum,14
2397,"얼음,버본,자메이카 타입의 다크 럼,레드 포트 와인,비터즈,오렌지 비터즈",34,1,rum|whisky,14
2398,"얼음,에이지드 쿠바럼,레몬 주스,계란 흰자,석류즙",36,5,rum,14
2399,"얼음,진(올드 톰),자메이카 타입의 다크 럼,우유,레몬 주스,슈가시럽,소다수",23,2,rum,15
2400,"얼음,라이트 럼,라임 주스,계란 흰자,멜론 리큐어,복숭아 리큐어",18,9,rum,14
2401,"얼음,라이트 럼,살구 브랜디,트리플 섹,라임 주스",36,13,rum,14
2402,"얼음,자메이카 타입의 다크 럼,스위트 버무스,오렌지 비터즈,레몬 껍질",31,15,rum,15
2403,"얼음,자메이카 타입의 다크 럼,슈가시럽,애플 주스,비터즈,레몬 껍질",29,14,rum,14
2404,"얼음,라이트 럼,애플 주스,계피 슈납스 리큐어,사과즙",4,10,rum,14
2405,"얼음,꼬냑,라이트 럼,깔루아,계란 리큐어",30,6,rum,15
2406,"얼음,라이트 럼,드라이 버무스,오렌지 큐라소",30,6,rum,14
2407,"얼음,버본,표준량 이상으로 알코올을 함유한 럼,화이트 크렘 드 망트",31,5,rum|whisky,15
2408,"얼음,라이트 럼,레몬 주스,파인애플 주스,트리플 섹,레몬",36,4,rum,14
2409,"얼음,라이트 럼,체리 리큐어,트리플 섹,레몬 주스,마라스키노 베리",28,16,rum,14
2410,"얼음,꼬냑,라이트 럼,자몽주스,트리플 섹,마라스키노 베리",28,13,rum,14
2411,"얼음,에이지드 쿠바럼,스위트 버무스,비터즈,오렌지",38,6,rum,14
2412,"얼음,라이트 럼,칼바도스,라임 주스,슈가시럽",17,18,rum,14
2413,"에이지드 쿠바럼,크림,버터,커피,오렌지",36,4,rum,14
2414,"얼음,스파이스 럼,깔루아,우유,바닐라 아이스크림",13,12,rum,14
2415,"얼음,라이트 럼,애플잭,라임 주스,아몬드 시럽,라임",31,19,rum,14
2416,"얼음,에이지드 쿠바럼,레몬 주스,패션 프루트 리큐어,블랙 커런트 리큐어",37,5,rum,14
2417,"얼음,라이트 럼,파인애플 주스,멜론 리큐어,트리플 섹,파인애플",13,14,rum,14
2418,"얼음,라이트 럼,레몬 주스,트리플 섹,핌즈 컵 넘버 1",38,3,rum,14
2419,"얼음,라이트 럼,우유,바나나",32,3,rum,14
2420,"라이트 럼,뜨거운 차,오렌지 큐라소,레몬",11,1,rum,14
2421,"얼음,라이트 럼,핌즈 컵 넘버 1,자몽주스",19,6,rum,14
2422,"얼음,라이트 럼,크림,깔루아,오렌지 큐라소",22,7,rum,15
2423,"얼음,라이트 럼,그린 샤르트뢰즈,라임 주스,슈가시럽,소다수",14,22,rum,14
2424,"얼음,라이트 럼,파인애플 주스,석류즙,마라스키노 리큐어,마라스키노 베리",36,4,rum,14
2425,"얼음,라이트 럼,레몬 주스,옐로우 샤르트뢰즈,마라스키노 베리",37,3,rum,14
2426,"얼음,자메이카 타입의 다크 럼,라이트 럼,코코넛 크림,파인애플 주스,블루 큐라소,그레이프프루트",15,12,rum,14
2427,"얼음,라이트 럼,셰리,스위트 버무스",29,8,rum,14
2428,"얼음,자메이카 타입의 다크 럼,레몬 주스,트리플 섹",29,13,rum,14
2429,"얼음,말리부 럼,라이트 럼,크림,우유,멜론 리큐어,화이트 카카오 리큐어",2,3,rum,14
2430,"얼음,라이트 럼,라임 주스,계란 흰자,석류즙",19,6,rum,14
2431,"얼음,자메이카 타입의 다크 럼,레몬 주스,바나나 리큐어",16,6,rum,14
2432,"얼음,라이트 럼,파인애플 주스",19,7,rum,14
2433,"얼음,라이트 럼,오렌지 주스,블루 큐라소,레몬 주스,샴페인",8,16,rum|champagne,14
2434,"얼음,에이지드 쿠바럼,커피,깔루아,크림,슈가시럽,커피 콩",7,6,rum,14
2435,"얼음,라이트 럼,파인애플 주스,레몬 주스",35,3,rum,14
2436,"꼬냑,라이트 럼,끓는 물,라임 주스,슈가시럽,셰리",12,5,rum,14
2437,"얼음,라이트 럼,레몬 주스,트리플 섹,캄파리,딸기",27,10,rum,14
2438,"얼음,에이지드 쿠바럼,사과즙,이탈리안 베르무트,캄파리,애플 주스",20,8,rum,4
2439,"얼음,라이트 럼,드라이 버무스,스웨디시 푼쉬",24,1,rum,15
2440,"얼음,라이트 럼,화이트 포트 와인,트리플 섹",28,16,rum,14
2441,"얼음,에이지드 쿠바럼,자몽주스,메이플 시럽,비터즈",32,8,rum,14
2442,"얼음,자메이카 타입의 다크 럼,라이트 럼,오렌지 주스,복숭아 리큐어,석류즙",20,10,rum,14
2443,"얼음,라이트 럼,살구 브랜디,레몬 주스,슈가시럽,계란 흰자",23,13,rum,14
2444,"얼음,잘게 부순 얼음,라이트 럼,석류즙,레몬 주스,오렌지 주스,오렌지 큐라소,마라스키노 베리,오렌지",26,7,rum,14
2445,"얼음,버본,라이트 럼,오렌지 주스",22,4,rum|whisky,14
2446,"얼음,에이지드 쿠바럼,오렌지 주스,귤 리큐어,화이트 카카오 리큐어,크림",36,5,rum,15
2447,"얼음,아이티 스타일 럼,드라이 버무스,오렌지 주스,스위트 버무스,석류즙,오렌지",2,9,rum,15
2448,"얼음,아이티 스타일 럼,자메이카 타입의 다크 럼,오렌지",45,3,rum,14
2449,"얼음,라이트 럼,체리 브랜디,라임 주스",33,18,rum,14
2450,"얼음,자메이카 타입의 다크 럼,깔루아,라임 주스,비터즈",26,10,rum,14
2451,"얼음,자메이카 타입의 다크 럼,셰리,듀보네,오렌지 주스",22,6,rum,14
2452,"얼음,에이지드 쿠바럼,오렌지 주스,칼바도스,라임 코디얼,라임 주스,슈가시럽",12,20,rum,14
2453,"얼음,라이트 럼,셰리,슈가시럽,계란 노른자",37,4,rum,13
2454,"얼음,라이트 럼,딸기 리큐어,체리 브랜디,오렌지 주스,레몬 주스,딸기",20,12,rum,14
2455,"얼음,에이지드 쿠바럼,레몬 주스,메이플 시럽",24,9,rum,14
2456,"얼음,자메이카 타입의 다크 럼,오렌지 큐라소,레몬 주스,슈가시럽",25,19,rum,14
2457,"얼음,라이트 럼,듀보네,비터즈",25,7,rum,15
2458,"얼음,버본,자메이카 타입의 다크 럼,오렌지 주스,레몬 주스,슈가시럽",21,4,rum|whisky,14
2459,"얼음,자메이카 타입의 다크 럼,깔루아,계란 리큐어,석류즙",26,12,rum,15
2460,"얼음,라이트 럼,자몽주스,트리플 섹",28,13,rum,14
2461,"자메이카 타입의 다크 럼,슈가시럽,끓는 물,레몬",38,13,rum,14
2462,"얼음,드라이 버무스,라이트 럼,라임 주스,슈가시럽,석류즙,트리플 섹",13,17,rum,14
2463,"얼음,꼬냑,라이트 럼,칼바도스,파스티스",31,9,rum,15
2464,"얼음,라이트 럼,다크 카카오 리큐어,라임 주스,슈가시럽",22,9,rum,14
2465,"얼음,라이트 럼,드라이 버무스,바나나 리큐어,위스키/허니 리큐어,레몬 껍질",29,10,rum,15
2466,"얼음,자메이카 타입의 다크 럼,살구 브랜디,레몬 주스",31,9,rum,14
2467,"얼음,라이 위스키,자메이카 타입의 다크 럼,레몬 주스,크림",38,0,rum|whisky,14
2468,"얼음,바이슨 그래스 보드카,스파이스 럼,신선한 애플 주스,트리플 섹,레몬 주스,꿀,슈가시럽",4,11,rum,14
2469,"얼음,라이트 럼,석류즙,레몬 주스",29,5,rum,14
2470,"얼음,라이트 럼,그린 샤르트뢰즈,바닐라 리큐어,물",25,17,rum,13
2471,"라이트 럼,슈가시럽,버터,애플 주스(핫),레몬",37,4,rum,14
2472,"얼음,라이트 럼,살구 브랜디,스위트 버무스,레몬 주스,석류즙",27,14,rum,14
2473,"얼음,에이지드 쿠바럼,꼬냑,라임 주스,트리플 섹",28,12,rum,14
2474,"얼음,라이트 럼,라임 주스,갈리아노,트리플 섹",26,11,rum,14
2475,"얼음,아이티 스타일 럼,신선한 애플 주스,스위트 버무스,라임 주스,슈가시럽,계피 스틱",19,10,rum,14
2476,"얼음,라이트 럼,오렌지 큐라소,계란 노른자",38,4,rum,15
2477,"표준량 이상으로 알코올을 함유한 럼,크림 리큐어,깔루아",25,13,rum,15
2478,"얼음,라이트 럼,라임 주스,트리플 섹,슈가시럽,오렌지",27,14,rum,14
2479,"얼음,라이트 럼,스웨디시 푼쉬,레몬 주스,석류즙,파스티스",16,2,rum,15
2480,"얼음,스카치 위스키,라이트 럼,레몬 주스,오렌지 비터즈,파스티스",42,0,rum|whisky,14
2481,"얼음,꼬냑,라이트 럼,레몬 주스,라즈베리 주스,멜론,라즈베리",26,2,rum,14
2482,"얼음,에이지드 쿠바럼,레몬 주스,스위트 버무스",25,8,rum,14
2483,"얼음,에이지드 쿠바럼,라임 주스,슈가시럽,트리플 섹",37,5,rum,14
2484,"얼음,라이트 럼,자몽주스,스웨디시 푼쉬,오렌지 큐라소",13,5,rum,15
2485,"얼음,라이트 럼,체리 리큐어,라임 주스,오렌지 큐라소,바나나 리큐어",25,11,rum,14
2486,"얼음,꼬냑,라이트 럼,레몬 주스,석류즙",39,0,rum,14
2487,"얼음,라이트 럼,드라이 버무스,석류즙,레몬 주스",37,3,rum,15
2488,"얼음,자메이카 타입의 다크 럼,셰리,라임 주스",43,6,rum,15
2489,"얼음,버본,레몬 주스,슈가시럽,계란 흰자,오렌지,앙고스투라 비터스",39,2,whisky,4
2490,"얼음,라이 위스키,스위트 버무스,비터즈,체리",39,1,whisky,4
2491,"얼음,버본,슈가시럽,앙고스투라 비터스,오렌지 껍질",43,1,whisky,21
2492,"얼음,스카치 위스키,아일라 싱글 몰트 스카치,레몬 주스,꿀 시럽,진저주스,생강",40,0,whisky,15
2493,"얼음,스카치 위스키,레몬 주스,슈가시럽,민트",39,2,whisky,15
2494,"얼음,말리부 럼,스카치 위스키,복숭아 퓌레,오렌지 껍질",21,13,whisky,14
2495,"얼음,아이리시 위스키,파인애플 주스,캐러멜 시럽,스위트 버무스,비터즈,파인애플",36,1,whisky,4
2496,"얼음,스카치 위스키,스위트 버무스,비터즈,레몬 껍질",34,8,whisky,14
2497,"얼음,스카치 위스키,진저엘,라임",34,0,whisky,14
2498,"얼음,스카치 위스키,체리 리큐어,오렌지 주스,스위트 버무스",22,13,whisky,15
2499,"얼음,꼬냑,버본,스위트 버무스,베네딕틴 돔,앙고스투라 비터스,페이쇼 비터즈,레몬 껍질",31,7,whisky,22
2500,"얼음,캐나다 위스키,레몬 주스,메이플 시럽",36,1,whisky,14
2501,"아이리시 위스키,커피,황설탕,크림",31,0,whisky,14
2502,"스카치 위스키,커피,슈가시럽,크림",32,1,whisky,14
2503,"얼음,버본,레몬 주스,석류즙,옐로우 샤르트뢰즈",27,3,whisky,15
2504,"얼음,드라이 버무스,스카치 위스키,파인애플 주스",20,4,whisky,14
2505,"얼음,스카치 위스키,위스키/허니 리큐어,레몬 껍질",39,6,whisky,14
2506,"얼음,버본,진저엘,레몬",15,2,whisky,15
2507,"얼음,스카치 위스키,라임 주스,트리플 섹,스위트 버무스",30,11,whisky,14
2508,"잘게 부순 얼음,버본,슈가시럽,민트잎",44,1,whisky,21
2509,"얼음,버본,신선한 애플 주스,멜론 리큐어,라임 주스,진저비어,라임",22,5,whisky,14
2510,"얼음,라이 위스키,아니제트,오렌지 비터즈,비터즈,파스티스",39,0,whisky,15
2511,"얼음,살구 브랜디,버본,오렌지 큐라소,오렌지 주스,마라스키노 베리",26,13,whisky,14
2512,"얼음,버본,레몬 주스,꿀",40,4,whisky,14
2513,"얼음,스카치 위스키,레몬 껍질",28,0,whisky,15
2514,"얼음,스카치 위스키,슈가시럽,오렌지 비터즈,아마레또,오렌지 껍질",40,1,whisky,4
2515,"얼음,스카치 위스키,소다수,레몬",14,7,whisky,14
2516,"얼음,아이리시 위스키,레몬 주스,토마토 주스,우스터 소스",37,0,whisky,14
2517,"얼음,버본,레몬 주스,슈가시럽,비터즈,계란 흰자,레몬,마라스키노 베리",40,2,whisky,14
2518,"얼음,캐나다 위스키,드라이 버무스,위스키/허니 리큐어,캄파리",16,8,whisky,13
2519,"얼음,라이 위스키,듀보네,트리플 섹,비터즈,오렌지",38,1,whisky,14
2520,"얼음,버본,파인애플 주스,레몬 주스,슈가시럽,체리,파인애플",15,10,whisky,14
2521,"얼음,꼬냑,스카치 위스키,트리플 섹,비터즈,레몬 껍질",38,6,whisky,14
2522,"얼음,스카치 위스키,아마레또,오렌지 껍질",40,1,whisky,14
2523,"얼음,버본,레몬 주스,슈가시럽,소다수,레몬",40,1,whisky,14
2524,"얼음,아이리시 위스키,콜라,라임",40,0,whisky,14
2525,"얼음,스카치 위스키,콜라,라임",43,0,whisky,4
2526,"얼음,버본,레몬 주스,바닐라 시럽,마라스키노 베리",22,16,whisky,14
2527,"얼음,라이 위스키,레몬 주스,마라스키노 리큐어",38,0,whisky,14
2528,"스카치 위스키,끓는 물,황설탕,레몬",27,0,whisky,14
2529,"얼음,버본,라임 주스,슈가시럽,소다수,레몬",25,12,whisky,15
2530,"얼음,스카치 위스키,드라이 버무스,살구 브랜디,화이트 크렘 드 망트,오렌지 비터즈",34,0,whisky,14
2531,"얼음,버본,자몽주스,오렌지 주스,오렌지 큐라소,마라스키노 베리",22,5,whisky,14
2532,"얼음,버본,크림,깔루아,마라스키노 베리",42,0,whisky,13
2533,"얼음,버본,오렌지 큐라소,소다수,복숭아",44,0,whisky,14
2534,"얼음,스카치 위스키,캄파리,페르넷 브랭커",34,5,whisky,14
2535,"얼음,스카치 위스키,체리 브랜디,셰리,마라스키노 베리,파인애플",36,4,whisky,14
2536,"얼음,버본,드라이 버무스,옐로우 샤르트뢰즈,트리플 섹",37,16,whisky,15
2537,"얼음,버본,자몽주스,석류즙",43,0,whisky,14
2538,"얼음,버본,레몬 주스,슈가시럽,계란 흰자",41,1,whisky,14
2539,"얼음,버본,라임 주스,석류즙,오렌지",42,0,whisky,14
2540,"얼음,버본,레몬 주스,슈가시럽,크랜베리 주스,윌리엄 페어 리큐어,배",21,13,whisky,14
2541,"잘게 부순 얼음,라이 위스키,그린 샤르트뢰즈,레몬 주스,파인애플 주스,마라스키노 베리,파인애플",38,0,whisky,14
2542,"얼음,스카치 위스키,드라이 버무스,레몬 주스,오렌지 비터즈",33,0,whisky,14
2543,"얼음,라이 위스키,살구 브랜디,마라스키노 베리",38,6,whisky,14
2544,"얼음,잘게 부순 얼음,버본,레몬 주스,오렌지 주스,포도 주스,오렌지",13,4,whisky,14
2545,"얼음,스카치 위스키,레드 포트 와인,핌즈 컵 넘버 1,포도 주스,레몬 껍질,마라스키노 베리",41,0,whisky,14
2546,"잘게 부순 얼음,스카치 위스키,꼬냑,오렌지 큐라소,오렌지,어린 가지 민트",39,3,whisky,14
2547,"얼음,버본,자몽주스,꿀",22,8,whisky,14
2548,"얼음,라이 위스키,드라이 버무스,스위트 버무스,비터즈,체리,레몬 껍질",32,4,whisky,15
2549,"얼음,버본,계란 흰자,트리플 섹,아몬드 시럽,레몬 껍질,오렌지",43,1,whisky,14
2550,"얼음,라이 위스키,레몬 주스,슈가시럽,석류즙,마라스키노 베리",25,1,whisky,22
2551,"얼음,버본,체리 리큐어,라임 주스",43,0,whisky,14
2552,"얼음,라이 위스키,드라이 버무스,듀보네,비터즈,마라스키노 베리",33,1,whisky,15
2553,"얼음,라이 위스키,블랙 커런트 리큐어,핌즈 컵 넘버 1,비터즈",24,7,whisky,14
2554,"얼음,스카치 위스키,스위트 버무스,캄파리,오렌지",32,10,whisky,14
2555,"얼음,버본,드라이 버무스,오렌지 주스,라즈베리 주스",18,3,whisky,14
2556,"얼음,라이 위스키,크림,슈가시럽,계란,너트맥",22,7,whisky,14
2557,"얼음,라이 위스키,살구 브랜디,체리 브랜디,레몬 주스",36,8,whisky,15
2558,"얼음,버본,듀보네,비터즈,오렌지 큐라소,파스티스,레몬 껍질",29,6,whisky,14
2559,"얼음,캐나다 위스키,페르넷 브랭커,슈가시럽,비터즈,오렌지",9,2,whisky,14
2560,"얼음,아이리시 위스키,그린 박하 리큐어,그린 샤르트뢰즈",12,11,whisky,13
2561,"얼음,버본,크림,슈가시럽,계란,너트맥",25,7,whisky,14
2562,"얼음,스카치 위스키,오렌지 주스,진저엘",36,1,whisky,14
2563,"얼음,버본,레몬 주스,레드 포트 와인,계란 흰자,소다수,레몬,마라스키노 베리",22,0,whisky,14
2564,"얼음,라이 위스키,파스티스",40,7,whisky,14
2565,"얼음,스카치 위스키,드라이 버무스,캄파리,레몬",32,3,whisky,13
2566,"얼음,아이리시 위스키,그린 박하 리큐어,그린 샤르트뢰즈",16,15,whisky,15
2567,"얼음,스카치 위스키,드라이 버무스,트리플 섹",36,7,whisky,14
2568,"얼음,캐나다 위스키,오렌지 주스,오렌지 큐라소",9,9,whisky,14
2569,"얼음,라이 위스키,오렌지 주스,트리플 섹,아몬드향 리큐어",24,15,whisky,14
2570,"얼음,살구 브랜디,스카치 위스키,성 라파엘,레몬 주스,오렌지 주스",23,7,whisky,14
2571,"얼음,라이 위스키,트리플 섹,계란 흰자,석류즙",38,1,whisky,15
2572,"얼음,캐나다 위스키,스위트 버무스,비터즈,석류즙",39,0,whisky,15
2573,"얼음,버본,스위트 버무스,위스키/허니 리큐어,트리플 섹",35,13,whisky,15
2574,"얼음,버본,애플잭,레몬 주스,오렌지 비터즈",25,6,whisky,14
2575,"얼음,스카치 위스키,위스키/허니 리큐어",42,0,whisky,15
2576,"얼음,버본,오렌지 주스,레몬 주스,슈가시럽,샴페인",11,11,whisky|champagne,14
2577,"얼음,버본,레몬 주스,물,슈가시럽,레몬 껍질",20,3,whisky,22
2578,"얼음,드라이 버무스,스카치 위스키,레드 포트 와인",20,0,whisky,14
2579,"얼음,버본,파인애플 주스,석류즙,토닉 워터,오렌지",42,0,whisky,14
2580,"얼음,버본,핌즈 컵 넘버 1,스위트 버무스,마라스키노 베리",43,0,whisky,15
2581,"얼음,버본,비터즈,진저엘,레몬",44,0,whisky,14
2582,"얼음,스카치 위스키,스위트 버무스,오렌지 비터즈,슈가시럽",29,14,whisky,15
2583,"얼음,스카치 위스키,슈가시럽,계란 노른자,샴페인",25,20,whisky|champagne,14
2584,"얼음,버본,블루 큐라소,로즈워터",44,1,whisky,14
2585,"얼음,버본,트리플 섹,마라스키노 리큐어",40,12,whisky,15
2586,"얼음,버본,드라이 버무스,스위트 버무스,오렌지 큐라소,파스티스,마라스키노 베리",32,6,whisky,15
2587,"얼음,아이리시 위스키,스위트 버무스,레몬 주스,퀴멜,비터즈",9,11,whisky,14
2588,"얼음,스카치 위스키,셰리",31,2,whisky,4
2589,"얼음,버본,체리 리큐어,화이트 크렘 드 망트,마라스키노 베리",28,10,whisky,14
2590,"얼음,버본,레몬 주스,슈가시럽,라임 주스,계란 흰자,소다수",40,2,whisky,14
2591,"얼음,버본,피스코,트리플 섹,귤",44,0,whisky,15
2592,"얼음,캐나다 위스키,트리플 섹,메이플 시럽,비터즈",9,21,whisky,15
2593,"얼음,라이 위스키,살구 브랜디,오렌지 큐라소",39,1,whisky,15
2594,"얼음,라이 위스키,오렌지 주스,스위트 버무스,오렌지 비터즈",24,8,whisky,14
