id,ingredient,degree,sugar,base_spirit,저녁 술,오후 술,식전 술,식후 술
2543,"얼음,스카치 위스키,드라이 버무스,레몬 주스,오렌지 비터즈",4,1,whisky,0,1,0,0
2544,"얼음,라이 위스키,살구 브랜디,마라스키노 베리",4,3,whisky,0,1,0,0
2545,"얼음,잘게 부순 얼음,버본,레몬 주스,오렌지 주스,포도 주스,오렌지",2,3,whisky,0,1,0,0
2546,"얼음,스카치 위스키,레드 포트 와인,핌즈 컵 넘버 1,포도 주스,레몬 껍질,마라스키노 베리",5,1,whisky,0,1,0,0
2547,"잘게 부순 얼음,스카치 위스키,꼬냑,오렌지 큐라소,오렌지,어린 가지 민트",4,2,whisky,0,1,0,0
2548,"얼음,버본,자몽주스,꿀",3,3,whisky,0,1,0,0
2549,"얼음,라이 위스키,드라이 버무스,스위트 버무스,비터즈,체리,레몬 껍질",4,3,whisky,1,0,0,0
2550,"얼음,버본,계란 흰자,트리플 섹,아몬드 시럽,레몬 껍질,오렌지",5,2,whisky,0,1,0,0
2551,"얼음,라이 위스키,레몬 주스,슈가시럽,석류즙,마라스키노 베리",3,2,whisky,0,0,0,0
2552,"얼음,버본,체리 리큐어,라임 주스",5,1,whisky,0,1,0,0
2553,"얼음,라이 위스키,드라이 버무스,듀보네,비터즈,마라스키노 베리",4,2,whisky,1,0,0,0
2554,"얼음,라이 위스키,블랙 커런트 리큐어,핌즈 컵 넘버 1,비터즈",3,3,whisky,0,1,0,0
2555,"얼음,스카치 위스키,스위트 버무스,캄파리,오렌지",4,4,whisky,0,1,0,0
2556,"얼음,버본,드라이 버무스,오렌지 주스,라즈베리 주스",2,2,whisky,0,1,0,0
2557,"얼음,라이 위스키,크림,슈가시럽,계란,너트맥",3,3,whisky,0,1,0,0
2558,"얼음,라이 위스키,살구 브랜디,체리 브랜디,레몬 주스",4,3,whisky,1,0,0,0
2559,"얼음,버본,듀보네,비터즈,오렌지 큐라소,파스티스,레몬 껍질",3,3,whisky,0,1,0,0
2560,"얼음,캐나다 위스키,페르넷 브랭커,슈가시럽,비터즈,오렌지",1,2,whisky,0,1,0,0
2561,"얼음,아이리시 위스키,그린 박하 리큐어,그린 샤르트뢰즈",2,4,whisky,0,0,0,1
2562,"얼음,버본,크림,슈가시럽,계란,너트맥",3,3,whisky,0,1,0,0
2563,"얼음,스카치 위스키,오렌지 주스,진저엘",4,2,whisky,0,1,0,0
2564,"얼음,버본,레몬 주스,레드 포트 와인,계란 흰자,소다수,레몬,마라스키노 베리",3,1,whisky,0,1,0,0
2565,"얼음,라이 위스키,파스티스",4,3,whisky,0,1,0,0
2566,"얼음,스카치 위스키,드라이 버무스,캄파리,레몬",4,2,whisky,0,0,0,1
2567,"얼음,아이리시 위스키,그린 박하 리큐어,그린 샤르트뢰즈",2,5,whisky,1,0,0,0
2568,"얼음,스카치 위스키,드라이 버무스,트리플 섹",4,3,whisky,0,1,0,0
2569,"얼음,캐나다 위스키,오렌지 주스,오렌지 큐라소",1,4,whisky,0,1,0,0
2570,"얼음,라이 위스키,오렌지 주스,트리플 섹,아몬드향 리큐어",3,5,whisky,0,1,0,0
2571,"얼음,살구 브랜디,스카치 위스키,성 라파엘,레몬 주스,오렌지 주스",3,3,whisky,0,1,0,0
2572,"얼음,라이 위스키,트리플 섹,계란 흰자,석류즙",4,2,whisky,1,0,0,0
2573,"얼음,캐나다 위스키,스위트 버무스,비터즈,석류즙",4,1,whisky,1,0,0,0
2574,"얼음,버본,스위트 버무스,위스키/허니 리큐어,트리플 섹",4,4,whisky,1,0,0,0
2575,"얼음,버본,애플잭,레몬 주스,오렌지 비터즈",3,3,whisky,0,1,0,0
2576,"얼음,스카치 위스키,위스키/허니 리큐어",5,1,whisky,1,0,0,0
2577,"얼음,버본,오렌지 주스,레몬 주스,슈가시럽,샴페인",2,4,whisky|champagne,0,1,0,0
2578,"얼음,버본,레몬 주스,물,슈가시럽,레몬 껍질",2,2,whisky,0,0,0,0
2579,"얼음,드라이 버무스,스카치 위스키,레드 포트 와인",2,1,whisky,0,1,0,0
2580,"얼음,버본,파인애플 주스,석류즙,토닉 워터,오렌지",5,1,whisky,0,1,0,0
2581,"얼음,버본,핌즈 컵 넘버 1,스위트 버무스,마라스키노 베리",5,1,whisky,1,0,0,0
2582,"얼음,버본,비터즈,진저엘,레몬",5,1,whisky,0,1,0,0
2583,"얼음,스카치 위스키,스위트 버무스,오렌지 비터즈,슈가시럽",3,5,whisky,1,0,0,0
2584,"얼음,스카치 위스키,슈가시럽,계란 노른자,샴페인",3,5,whisky|champagne,0,1,0,0
2585,"얼음,버본,블루 큐라소,로즈워터",5,2,whisky,0,1,0,0
2586,"얼음,버본,트리플 섹,마라스키노 리큐어",4,4,whisky,1,0,0,0
2587,"얼음,버본,드라이 버무스,스위트 버무스,오렌지 큐라소,파스티스,마라스키노 베리",4,3,whisky,1,0,0,0
2588,"얼음,아이리시 위스키,스위트 버무스,레몬 주스,퀴멜,비터즈",1,4,whisky,0,1,0,0
2589,"얼음,스카치 위스키,셰리",4,2,whisky,0,0,1,0
2590,"얼음,버본,체리 리큐어,화이트 크렘 드 망트,마라스키노 베리",3,4,whisky,0,1,0,0
2591,"얼음,버본,레몬 주스,슈가시럽,라임 주스,계란 흰자,소다수",4,2,whisky,0,1,0,0
2592,"얼음,버본,피스코,트리플 섹,귤",5,1,whisky,1,0,0,0
2593,"얼음,캐나다 위스키,트리플 섹,메이플 시럽,비터즈",1,5,whisky,1,0,0,0
2594,"얼음,라이 위스키,살구 브랜디,오렌지 큐라소",4,2,whisky,1,0,0,0
2595,"얼음,라이 위스키,오렌지 주스,스위트 버무스,오렌지 비터즈",3,3,whisky,0,1,0,0
2596,"얼음,스카치 위스키,슈가시럽,비터즈",4,3,whisky,0,0,1,0
2597,"얼음,버본,오렌지 주스,슈가시럽,캄파리",3,3,whisky,0,1,0,0
2598,"얼음,스카치 위스키,스위트 버무스,비터즈",4,4,whisky,0,1,0,0
2599,"얼음,버본,살구 브랜디,오렌지 주스,파스티스,마라스키노 베리",4,3,whisky,0,1,0,0
2600,"얼음,스카치 위스키,캄파리,성 라파엘,트리플 섹,오렌지",3,3,whisky,1,0,0,0
2601,"얼음,버본,핌즈 컵 넘버 1,레몬 껍질",5,1,whisky,0,1,0,0
2602,"얼음,버본,드라이 버무스,그린 샤르트뢰즈",4,4,whisky,1,0,0,0
2603,"얼음,드라이 버무스,버본,레몬 주스,레몬",2,1,whisky,0,0,0,1
2604,"얼음,스카치 위스키,크림,위스키/허니 리큐어,오렌지 큐라소,계란,너트맥",3,3,whisky,0,1,0,0
2605,"얼음,라이 위스키,레몬 주스,애플 주스,딱총나무 꽃 코디얼,샴페인,사과",2,4,whisky|champagne,0,0,0,0
2606,"버본,레드 포트 와인,슈가시럽,소다수",5,2,whisky,0,1,0,0
2607,"얼음,스카치 위스키,오렌지 큐라소,비터즈",5,1,whisky,0,0,0,1
2608,"얼음,버본,페르넷 브랭커,스위트 버무스",4,3,whisky,0,0,0,1
2609,"얼음,라이 위스키,복숭아 브랜디,카페리티프",2,4,whisky,0,1,0,0
2610,"버본,오렌지 큐라소,라임 코디얼,오렌지 비터즈,레몬 껍질,딸기,어린 가지 민트,오렌지,마라스키노 베리",5,1,whisky,0,0,0,1
2611,"얼음,버본,체리 리큐어,마라스키노 리큐어,마라스키노 베리",5,1,whisky,0,1,0,0
2612,"얼음,캐나다 위스키,콜라,레몬 주스,레몬",2,3,whisky,1,0,0,0
2613,"얼음,버본,패션 프루트 주스,트리플 섹,레몬 껍질",4,4,whisky,0,1,0,0
2614,"얼음,버본,살구 브랜디",5,3,whisky,0,1,0,0
2615,"얼음,라이 위스키,드라이 버무스,오렌지 주스,트리플 섹",1,4,whisky,0,1,0,0
2616,"얼음,버본,레몬 주스,슈가시럽,소다수,레몬",2,3,whisky,0,0,0,0
2617,"얼음,라이 위스키,크림,파스티스",3,3,whisky,1,0,0,0
2618,"얼음,스카치 위스키,계란 흰자,레몬 주스,파스티스,슈가시럽,소다수",4,1,whisky,0,1,0,0
2619,"얼음,잘게 부순 얼음,버본,크랜베리 주스,레몬 주스,블랙 라즈베리 리큐어,슈가시럽,라즈베리",1,4,whisky,0,1,0,0
2620,"얼음,스카치 위스키,오렌지 주스,위스키/허니 리큐어",3,4,whisky,0,1,0,0
2621,"얼음,버본,드라이 버무스,버",5,1,whisky,1,0,0,0
2622,"얼음,스카치 위스키,레몬 주스,파스티스,슈가시럽,소다수",2,3,whisky,1,0,0,0
2623,"얼음,드라이 버무스,스카치 위스키,레몬 주스",2,1,whisky,0,1,0,0
2624,"얼음,스카치 위스키,레몬 주스,파인애플 주스,셰리",2,3,whisky,1,0,0,0
2625,"얼음,버본,오렌지 큐라소,스위트 버무스,마라스키노 베리",4,4,whisky,0,1,0,0
2626,"얼음,스카치 위스키,진저엘",4,1,whisky,0,1,0,0
2627,"얼음,스카치 위스키,신선한 애플 주스,사과",2,3,whisky,0,1,0,0
2628,"얼음,캐나다 위스키,드라이 버무스,스트레가,화이트 카카오 리큐어",2,1,whisky,1,0,0,0
2629,"얼음,스카치 위스키,귤 리큐어,오렌지 주스,석류즙,트리플 섹,마라스키노 베리",3,3,whisky,0,1,0,0
2630,"얼음,드라이 버무스,스카치 위스키,캄파리,오렌지 비터즈,그린 올리브",3,3,whisky,1,0,0,0
2631,"얼음,스카치 위스키,위스키/허니 리큐어,패션 프루트 주스,마라스키노 베리",3,4,whisky,0,1,0,0
2632,"얼음,버본,오렌지 주스",4,2,whisky,0,1,0,0
2633,"얼음,버본,레몬 주스,오렌지 주스,아몬드향 리큐어,레몬 껍질",4,1,whisky,0,1,0,0
2634,"얼음,스카치 위스키,아니제트,그린 박하 리큐어,슈가시럽,비터즈",4,2,whisky,0,1,0,0
2635,"얼음,버본,크랜베리 주스,블랙 라즈베리 리큐어,라임 주스,라즈베리,블루베리,딸기",4,2,whisky,0,1,0,0
2636,"얼음,버본,라임 주스,옐로우 샤르트뢰즈,계란 흰자,마라스키노 베리",5,2,whisky,1,0,0,0
2637,"얼음,버본,체리 브랜디,비터즈",4,4,whisky,0,1,0,0
2638,"얼음,아이리시 위스키,드라이 버무스,스위트 버무스",1,1,whisky,0,1,0,0
2639,"얼음,라이 위스키,석류즙,비터즈,마라스키노 베리",4,2,whisky,0,1,0,0
2640,"얼음,스카치 위스키,드라이 버무스,오렌지 주스",3,2,whisky,0,1,0,0
2641,"얼음,버본,패션 프루트 주스,비터즈",3,3,whisky,0,0,0,0
2642,"얼음,버본,트리플 섹,스위트 버무스,레몬 주스,오렌지 주스",3,5,whisky,0,1,0,0
2643,"얼음,스카치 위스키,레몬 주스,슈가시럽,그린 샤르트뢰즈,스위트 버무스,마라스키노 베리",2,5,whisky,0,1,0,0
2644,"얼음,버본,꼬냑,오렌지 맛 브랜디",4,3,whisky,0,1,0,0
2645,"얼음,버본,레몬 주스,핌즈 컵 넘버 1,오렌지 큐라소,비터즈",5,1,whisky,0,1,0,0
2646,"얼음,라이 위스키,오렌지 주스,레몬 주스,로즈워터,마라스키노 베리",4,2,whisky,0,0,0,1
2647,"얼음,스카치 위스키,그린 샤르트뢰즈,레몬 주스,스위트 버무스",4,4,whisky,1,0,0,0
2648,"얼음,스카치 위스키,핌즈 컵 넘버 1,진저엘",2,2,whisky,0,1,0,0
2649,"얼음,스카치 위스키,파스티스,비터즈",5,1,whisky,0,1,0,0
2650,"얼음,버본,레몬 주스,꿀",5,2,whisky,1,0,0,0
2651,"얼음,스카치 위스키,스위트 버무스,비터즈,마라스키노 베리",4,3,whisky,0,1,0,0
2652,"얼음,스카치 위스키,스위트 버무스,위스키/허니 리큐어,오렌지 큐라소,오렌지",4,3,whisky,0,1,0,0
2653,"얼음,버본,오렌지 큐라소,파인애플 주스,스위트 버무스,레몬 껍질,마라스키노 베리",3,4,whisky,1,0,0,0
2654,"얼음,버본,복숭아 브랜디,라임 주스,석류즙,슈가시럽,오렌지",5,2,whisky,0,1,0,0
2655,"얼음,스카치 위스키,핌즈 컵 넘버 1,진저엘",2,2,whisky,1,0,0,0
2656,"얼음,스카치 위스키,아마레또,크림",3,3,whisky,0,1,0,0
2657,"얼음,스카치 위스키,레몬 주스,트리플 섹",3,4,whisky,0,1,0,0
2658,"얼음,라이 위스키,비터즈,파스티스,레몬 껍질",4,1,whisky,0,1,0,0
2659,"얼음,스카치 위스키,레몬 주스,오렌지 큐라소,레몬,오렌지",3,3,whisky,1,0,0,0
2660,"얼음,라이 위스키,드라이 버무스,비터즈,레몬 껍질",4,1,whisky,0,1,0,0
2661,"얼음,드라이 버무스,라이 위스키,오렌지 주스,위스키/허니 리큐어,오렌지",3,3,whisky,0,1,0,0
2662,"얼음,스카치 위스키,계란 흰자,레몬 주스,파스티스",4,1,whisky,1,0,0,0
2663,"얼음,스카치 위스키,레몬 주스,위스키/허니 리큐어",3,3,whisky,0,1,0,0
2664,"얼음,스카치 위스키,오렌지 주스,트리플 섹,마라스키노 베리",3,4,whisky,1,0,0,0
2665,"얼음,스카치 위스키,레몬 주스,트리플 섹,마라스키노 베리",3,4,whisky,1,0,0,0
2666,"얼음,버본,레몬 주스,화이트 크렘 드 망트,소다수,어린 가지 민트",5,1,whisky,0,1,0,0
2667,"얼음,라이 위스키,레몬 주스,슈가시럽,레드 와인,계란 흰자,마라스키노 베리,오렌지",2,2,whisky,0,1,0,0
2668,"얼음,스카치 위스키,드라이 버무스,비터즈,파스티스,레몬 껍질",4,1,whisky,0,1,0,0
2669,"버본,슈가시럽,버터,끓는 물",5,2,whisky,0,1,0,0
2670,"얼음,스카치 위스키,드라이 버무스,압생트,석류즙,오렌지 비터즈,레몬 껍질",3,2,whisky,1,0,0,0
2671,"얼음,라이 위스키,레몬 주스,오렌지 큐라소,계란 흰자,석류즙,아몬드 시럽",3,3,whisky,0,1,0,0
2672,"얼음,라이 위스키,자몽주스,트리플 섹",4,4,whisky,0,1,0,0
2673,"얼음,버본,체리 리큐어,비터즈",5,1,whisky,1,0,0,0
2674,"얼음,라이 위스키,드라이 버무스,자몽주스,마라스키노 베리",4,1,whisky,1,0,0,0
2675,"얼음,스카치 위스키,라즈베리 주스,스위트 버무스,오렌지 비터즈,마라스키노 베리",3,3,whisky,0,1,0,0
2676,"얼음,캐나다 위스키,자몽주스,레몬 주스,마라스키노 베리",4,2,whisky,0,1,0,0
2677,"얼음,스카치 위스키,소다수,레몬",5,1,whisky,0,1,0,0
2678,"얼음,스카치 위스키,드라이 버무스,레몬 주스,트리플 섹,스위트 버무스,비터즈",3,4,whisky,1,0,0,0
2679,"얼음,스카치 위스키,레몬 주스,오렌지 주스",4,1,whisky,0,1,0,0
2680,"얼음,스카치 위스키,파인애플 주스,파스티스,레몬 껍질",3,3,whisky,1,0,0,0
2681,"얼음,라이 위스키,듀보네,스위트 버무스,바이올렛 리큐어,레몬 껍질,마라스키노 베리",3,4,whisky,0,1,0,0
2682,"얼음,스카치 위스키,스위트 버무스,바이올렛 리큐어,오렌지 비터즈,파스티스",3,5,whisky,1,0,0,0
2683,"얼음,라이 위스키,스위트 버무스,비터즈,체리",4,3,whisky,1,0,0,0
2684,"얼음,버본,살구 브랜디,자몽주스",4,4,whisky,0,1,0,0
2685,"얼음,라이 위스키,비터즈,마라스키노 리큐어,오렌지 비터즈",4,1,whisky,1,0,0,0
2686,"얼음,버본,드라이 버무스,오렌지 비터즈",3,1,whisky,0,0,1,0
2687,"얼음,버본,체리 리큐어,스위트 버무스,비터즈",4,4,whisky,1,0,0,0
2688,"얼음,버본,칼바도스,스위트 버무스,마라스키노 베리",3,4,whisky,0,0,1,0
2689,"얼음,드라이 버무스,스카치 위스키,자몽주스,레몬",2,3,whisky,1,0,0,0
2690,"얼음,버본,위스키/허니 리큐어,아마레또,비터즈",5,2,whisky,1,0,0,0
2691,"얼음,스카치 위스키,듀보네,트리플 섹,체리 브랜디",4,4,whisky,0,1,0,0
2692,"얼음,버본,핌즈 컵 넘버 1,라임 주스,레몬 주스,슈가시럽,라임",3,3,whisky,0,1,0,0
2693,"얼음,라이 위스키,레몬 주스,오렌지 주스,슈가시럽",4,2,whisky,1,0,0,0
2694,"얼음,라이 위스키,드라이 버무스,라임 주스,석류즙,오렌지 비터즈,레몬 껍질",4,2,whisky,0,0,0,1
2695,"얼음,라이 위스키,블랙베리 리큐어,오렌지 비터즈,슈가시럽",4,1,whisky,1,0,0,0
2696,"얼음,라이 위스키,레몬 주스,슈가시럽,오렌지 비터즈",3,3,whisky,0,1,0,0
2697,"얼음,스카치 위스키,드라이 버무스,핌즈 컵 넘버 1,파스티스,마라스키노 베리",3,2,whisky,0,1,0,0
2698,"버본,슈가시럽,오렌지 비터즈,샴페인,복숭아",4,4,whisky|champagne,0,1,0,0
2699,"얼음,드라이 버무스,스카치 위스키,스위트 버무스",3,3,whisky,0,1,0,0
2700,"얼음,라이 위스키,드라이 버무스,핌즈 컵 넘버 1,오렌지",3,2,whisky,0,0,0,1
2701,"얼음,스카치 위스키,압생트,스위트 버무스,슈가시럽",2,5,whisky,0,1,0,0
2702,"얼음,드라이 버무스,스카치 위스키,비터즈,파스티스",3,1,whisky,1,0,0,0
2703,"얼음,캐나다 위스키,라임 주스,스웨디시 푼쉬,트리플 섹,체리 리큐어,비터즈,오렌지",1,3,whisky,0,1,0,0
2704,"얼음,버본,드라이 버무스,라임 주스",4,1,whisky,0,1,0,0
2705,"얼음,캐나다 위스키,스웨디시 푼쉬,스위트 버무스,레몬 껍질",1,3,whisky,1,0,0,0
2706,"잘게 부순 얼음,라이 위스키,물,레몬",4,1,whisky,0,1,0,0
2707,"얼음,스카치 위스키,스위트 버무스,비터즈,마라스키노 베리",4,3,whisky,0,1,0,0
2708,"얼음,버본,자몽주스,오렌지 큐라소,비터즈,마라스키노 베리",5,2,whisky,0,1,0,0
2709,"얼음,아이리시 위스키,스카치 위스키,레몬 주스,아몬드 시럽,라임 코디얼",2,3,whisky,0,1,0,0
2710,"얼음,드라이 버무스,라이 위스키,캄파리,오렌지",3,3,whisky,0,1,0,0
2711,"얼음,캐나다 위스키,오렌지 큐라소,비터즈,레몬,오렌지",4,1,whisky,0,1,0,0
2712,"얼음,버본,사과즙,사과",3,1,whisky,1,0,0,0
2713,"얼음,아이리시 위스키,오렌지 큐라소,파스티스,비터즈,마라스키노 리큐어,오렌지",4,1,whisky,1,0,0,0
2714,"얼음,스카치 위스키,레몬 주스,슈가시럽,비터즈,진저엘,오렌지",5,2,whisky,0,1,0,0
2715,"얼음,스카치 위스키,바이올렛 리큐어",5,1,whisky,0,1,0,0
2716,"얼음,버본,페르넷 브랭커,포도 주스,오렌지",4,2,whisky,1,0,0,0
2717,"얼음,버본,드라이 버무스,옐로우 샤르트뢰즈,오렌지 비터즈,레몬",4,3,whisky,0,1,0,0
2718,"얼음,스카치 위스키,오렌지 주스,위스키/허니 리큐어,마라스키노 베리",3,4,whisky,0,1,0,0
2719,"얼음,라이 위스키,레몬 주스,슈가시럽,진저엘",4,2,whisky,0,1,0,0
2720,"얼음,캐나다 위스키,스위트 버무스,위스키/허니 리큐어,옐로우 샤르트뢰즈",3,5,whisky,1,0,0,0
2721,"얼음,버본,귤 리큐어,스위트 버무스",4,4,whisky,0,1,0,0
2722,"라이 위스키,스위트 버무스,오렌지 비터즈,샴페인",4,3,whisky|champagne,1,0,0,0
2723,"얼음,라이 위스키,소다수",4,1,whisky,0,1,0,0
2724,"얼음,캐나다 위스키,캄파리,레몬 껍질",4,1,whisky,0,1,0,0
2725,"얼음,버본,드라이 버무스,비터즈",4,1,whisky,0,1,0,0
2726,"얼음,스카치 위스키,바나나 리큐어,크림,오렌지 큐라소",3,3,whisky,1,0,0,0
2727,"얼음,버본,캄파리,트리플 섹,비터즈,마라스키노 베리",5,2,whisky,1,0,0,0
2728,"얼음,버본,드라이 버무스,옐로우 샤르트뢰즈,마라스키노 베리",4,4,whisky,1,0,0,0
2729,"얼음,버본,핌즈 컵 넘버 1,스위트 버무스,아니제트,마라스키노 베리",5,2,whisky,1,0,0,0
2730,"얼음,버본,레몬 주스,슈가시럽,소다수,오렌지",1,2,whisky,0,1,0,0
2731,"얼음,버본,드라이 버무스,파스티스",4,1,whisky,1,0,0,0
2732,"얼음,캐나다 위스키,레몬 주스,파인애플 주스,라즈베리 주스,레몬,마라스키노 베리,파인애플",4,1,whisky,0,1,0,0
2733,"얼음,스카치 위스키,드라이 버무스,스위트 버무스,비터즈,체리,레몬 껍질",4,3,whisky,1,0,0,0
2734,"얼음,라이 위스키,체리 리큐어,레몬 주스",3,3,whisky,0,1,0,0
2735,"얼음,아이리시 위스키,비터즈,파스티스,샴페인",1,1,whisky|champagne,0,1,0,0
2736,"얼음,라이 위스키,옐로우 샤르트뢰즈,레몬 주스,슈가시럽,소다수,레몬,복숭아",3,5,whisky,0,1,0,0
2737,"얼음,스카치 위스키,드라이 버무스,트리플 섹,오렌지 비터즈,마라스키노 베리",4,2,whisky,1,0,0,0
2738,"얼음,버본,드라이 버무스,캄파리,레몬 껍질",4,2,whisky,0,1,0,0
2739,"얼음,스카치 위스키,복숭아 브랜디,화이트 카카오 리큐어",5,1,whisky,1,0,0,0
2740,"얼음,버본,캄파리,스위트 버무스,오렌지",3,4,whisky,0,1,0,0
2741,"얼음,버본,핌즈 컵 넘버 1",5,1,whisky,1,0,0,0
2742,"얼음,라이 위스키,스웨디시 푼쉬,오렌지 주스,라즈베리 주스,아니제트",2,2,whisky,0,1,0,0
2743,"얼음,버본,살구 브랜디,스위트 버무스,파스티스,마라스키노 베리",4,4,whisky,0,1,0,0
2744,"얼음,캐나다 위스키,오렌지 큐라소,비터즈,레몬 껍질,마라스키노 베리",4,1,whisky,0,1,0,0
2745,"얼음,버본,파스티스,화이트 카카오 리큐어",4,3,whisky,0,0,0,1
2746,"얼음,버본,크림,계란 흰자",3,1,whisky,0,0,0,1
2747,"얼음,버본,스위트 버무스,체리 브랜디,파스티스",5,2,whisky,1,0,0,0
2748,"얼음,스카치 위스키,레몬 주스,슈가시럽,트리플 섹",4,2,whisky,1,0,0,0
2749,"얼음,스카치 위스키,드라이 버무스,자몽주스",3,2,whisky,0,1,0,0
2750,"얼음,스카치 위스키,크림,우유,계란 노른자",2,2,whisky,0,1,0,0
2751,"얼음,스카치 위스키,아이스 티,포도 주스,슈가시럽,레몬 주스",1,4,whisky,0,1,0,0
2752,"얼음,스카치 위스키,살구 브랜디,크림,체리 브랜디",3,3,whisky,1,0,0,0
2753,"얼음,캐나다 위스키,드라이 버무스,파인애플 주스",4,1,whisky,0,1,0,0
2754,"얼음,스카치 위스키,레드 포트 와인,슈가시럽,계란 노른자,샴페인",2,3,whisky|champagne,0,1,0,0
2755,"얼음,아이리시 위스키,스위트 버무스,그린 샤르트뢰즈,오렌지",1,2,whisky,1,0,0,0
2756,"얼음,버본,레몬 주스,진저엘,레몬",4,1,whisky,0,1,0,0
2757,"얼음,버본,셰리,비터즈",4,2,whisky,0,1,0,0
2758,"얼음,스카치 위스키,듀보네,오렌지 비터즈,레몬",5,1,whisky,1,0,0,0
2759,"얼음,아이리시 위스키,드라이 버무스,애플잭",1,2,whisky,0,1,0,0
2760,"얼음,스카치 위스키,슈가시럽,비터즈",4,3,whisky,0,0,0,1
2761,"얼음,스카치 위스키,트리플 섹,샴페인,마라스키노 베리",4,4,whisky|champagne,0,1,0,0
2762,"얼음,버본,살구 브랜디,핌즈 컵 넘버 1,이탈리안 베르무트,트리플 섹,체리 브랜디",3,5,whisky,0,1,0,0
2763,"스카치 위스키,스위트 버무스,파스티스,오렌지 비터즈",5,1,whisky,0,0,1,0
2764,"얼음,잘게 부순 얼음,버본,레몬 주스,오렌지 주스,슈가시럽",3,2,whisky,0,1,0,0
2765,"얼음,버본,스위트 버무스,석류즙,파스티스",5,2,whisky,1,0,0,0
2766,"얼음,스카치 위스키,오렌지 주스,스위트 버무스,그린 샤르트뢰즈,레몬",5,1,whisky,0,1,0,0
2767,"얼음,캐나다 위스키,스위트 버무스,파스티스,레몬 껍질",4,1,whisky,0,1,0,0
2768,"얼음,버본,계란 흰자,트리플 섹,파스티스,레몬 주스,석류즙",3,3,whisky,0,1,0,0
2769,"얼음,버본,드라이 버무스,다크 카카오 리큐어,레몬",4,2,whisky,1,0,0,0
2770,"얼음,버본,핌즈 컵 넘버 1,오렌지 큐라소,레몬 껍질,마라스키노 베리",5,1,whisky,1,0,0,0
2771,"얼음,버본,레몬 주스,슈가시럽,비터즈,소다수",4,2,whisky,0,1,0,0
2772,"얼음,스카치 위스키,듀보네,트리플 섹,비터즈,레몬 주스,오렌지 주스",3,3,whisky,0,1,0,0
2773,"얼음,드라이 버무스,라이 위스키,파스티스,슈가시럽,비터즈",3,2,whisky,1,0,0,0
2774,"얼음,라이 위스키,레몬 주스,슈가시럽",4,2,whisky,0,1,0,0
2775,"얼음,버본,오렌지 주스,아몬드 시럽",4,2,whisky,0,1,0,0
2776,"얼음,라이 위스키,위스키/허니 리큐어,레몬 주스,오렌지 주스,오렌지 비터즈,마라스키노 베리",3,3,whisky,0,1,0,0
2777,"얼음,버본,오렌지 맛 브랜디,레몬 주스,트리플 섹",3,3,whisky,0,1,0,0
2778,"얼음,스카치 위스키,레몬 주스,슈가시럽,아니제트,레몬",5,2,whisky,0,1,0,0
2779,"얼음,스카치 위스키,갈리아노,라임",5,1,whisky,1,0,0,0
2780,"얼음,버본,듀보네,오렌지 큐라소,파스티스",4,3,whisky,1,0,0,0
2781,"얼음,스카치 위스키,레몬 주스,석류즙",4,1,whisky,0,1,0,0
2782,"얼음,라이 위스키,레몬 주스,마라스키노 리큐어,오렌지 큐라소,비터즈,오렌지",3,2,whisky,0,1,0,0
2783,"얼음,스카치 위스키,레몬 주스,트리플 섹,파스티스",5,2,whisky,0,1,0,0
2784,"얼음,라이 위스키,석류즙,스위트 버무스,오렌지 비터즈",3,4,whisky,0,1,0,0
2785,"얼음,라이 위스키,석류즙,스위트 버무스,마라스키노 베리",3,4,whisky,0,1,0,0
2786,"얼음,버본,소다수,오렌지 큐라소,오렌지 비터즈,오렌지,체리",3,3,whisky,0,1,0,0
2787,"얼음,드라이 버무스,아이리시 위스키,아니제트,비터즈",1,1,whisky,0,1,0,0
2788,"얼음,캐나다 위스키,레몬 주스,메이플 시럽,마라스키노 베리,오렌지",4,2,whisky,0,1,0,0
2789,"얼음,버본,라임 주스,슈가시럽",3,2,whisky,0,1,0,0
2790,"얼음,버본,핌즈 컵 넘버 1,레몬 주스",4,1,whisky,0,1,0,0
2791,"얼음,드라이 버무스,아이리시 위스키,그린 박하 리큐어,그린 샤르트뢰즈,그린 올리브",1,2,whisky,1,0,0,0
2792,"얼음,스카치 위스키,스위트 버무스,핌즈 컵 넘버 1,비터즈,레몬 껍질",4,3,whisky,0,0,1,0
2793,"얼음,스카치 위스키,레몬 주스,트리플 섹,스위트 버무스",3,4,whisky,0,1,0,0
2794,"얼음,캐나다 위스키,레몬 주스,라임 주스,오이",3,1,whisky,0,0,0,0
2795,"얼음,버본,레드 포트 와인,셰리,슈가시럽,레몬 껍질,오렌지",2,4,whisky,0,1,0,0
2796,"얼음,드라이 버무스,라이 위스키,스위트 버무스,비터즈",3,3,whisky,1,0,0,0
2797,"얼음,드라이 버무스,라이 위스키,오렌지 비터즈",3,1,whisky,1,0,0,0
2798,"얼음,버본,우유",4,1,whisky,1,0,0,0
2799,"얼음,버본,스위트 버무스,파스티스,비터즈,오렌지 비터즈",3,5,whisky,1,0,0,0
2800,"얼음,버본,비터즈,샴페인,레몬",4,1,whisky|champagne,0,1,0,0
2801,"얼음,라이 위스키,복숭아 비터즈,다크 카카오 리큐어,레몬 껍질",4,1,whisky,1,0,0,0
